FID,NAME,ACREAGE,SOURCE,NOTES,OWNER,USER_,Shape__Area,Shape__Length
681,WASHINGTON UNIVERSITY PROPERTY,105.39,GEM,DOQ/PBed,Private,Private,4.40E-05,0.02677185
682,DEFUNCT RIVERFRONT COTTAGE PROPERTY,11.46,GEMCo,DOQ/FCedPossCoAcquis,Private,Private,4.79E-06,0.014527259
683,ARNOLD RIFLE & PISTOL CLUBGROUND,99.18,GEM,DOQ/PBedMinus,Private,Private,4.13E-05,0.031574305
684,NORTHWEST ATHLETIC ASSN. LITTLE LEAGUE,10.24,GEM,DOQ/FCed,Private,Public,4.27E-06,0.009566463
685,MOSENTHEIN ISLAND,970.61,GEM,DOQed,State,Public,0.000406603,0.094165905
686,HOLLOWAY PARK/POOL,8.9,COPARed,DOQ/FCedSplit,City,Public,3.72E-06,0.008304683
687,BALLWIN GC,63.59,COPARed,DOQ/FCedSplit,City,Public,2.66E-05,0.042648763
688,EDWARD PARK,6.27,COPAR,DOQ/FCedSubdivPark,Private,Private,2.62E-06,0.007885107
689,KIRCHER PARK,19.91,COPAR,DOQ/FCed,City,Public,8.32E-06,0.014925008
690,ELLISVILLE ATHLETIC ASSOCIATION FIELDS,23.26,COPAR,DOQ/FCed,Private,Public,9.73E-06,0.014435026
691,CITY OF ELLISVILLE OPEN SPACE,28.84,COPAR,DOQ/FCedRobin Park?,City,Public,1.21E-05,0.040263513
692,COUNTRY SURF SWIMMING CLUB,5.71,COPAR,DOQ/FCed,Private,Private,2.39E-06,0.00895356
693,MARIANIST RETREAT & CONFERENCE CENTER,113.04,COPAR,DOQ/FCed,Private,Private,4.73E-05,0.028271478
694,RADCLIFFE PLACE SWIM & TENNIS CLUB,5.5,COPAR,DOQ/FCed,Private,Private,2.30E-06,0.0087019
695,HILLTOP PARK,31.31,COPAR,DOQ/FCed,City,Public,1.31E-05,0.026241711
696,ROBERT WINTER COUNTY PARK,57.49,COPARed,rivAccessiblEdForh2o,County,Public,2.40E-05,0.033414571
697,GEORGE WINTER COUNTY PARK,102.58,COPARed,EdForh2o,County,Public,4.29E-05,0.056263707
698,ROCK HOLLOW UNIT(CASTLEWOOD SP),279.47,COPARed,EdForh2o/combo,State,Closed,0.000116832,0.131575532
699,MINI HA HA PARK,27.3,COPAR/WEB,approxWIP,City,Public,1.14E-05,0.026428523
700,PACIFIC PALISADES CA,479.08,MOPUB/COPARed,split for h2o,MDC,Public,0.000200106,0.097739729
701,PACIFIC PALISADES CA,133.37,MOPUBed,split for h2o,MDC,Public,5.57E-05,0.049565708
702,MOOSE CLUBGROUNDS,6.09,GEM,DOQed,Private,Private,2.56E-06,0.006693059
703,WEDGWOOD PARK,15.38,COPAR,DOQ/FCed,City,Public,6.45E-06,0.014338832
704,JACKSON PARK,6.16,COPAR,DOQedUnion3,City,Public,2.58E-06,0.008776415
705,WOMBACHER PARK,5.66,COPAR,DOQ/FCed,City,Public,2.37E-06,0.009083907
706,MARGARET STOECKER PARK,6.69,COPAR,DOQed,City,Public,2.80E-06,0.010823133
707,FOREST HOMES PARK,16.35,GEM,DOQ/FCed,City(Twp),Public,6.87E-06,0.010728506
708,LITZINGER ROAD ECOLOGY CTR,34.17,COPAR,MoBOTfacility,Private,Public,1.43E-05,0.024314457
709,WILDLIFE RESCUE CTR,17.3,COPAR, ,Private,Public,7.23E-06,0.029019067
710,FENTON PUBLIC LAND,5.36,COPAR, ,County,Public,2.24E-06,0.007787759
711,FENTON PUBLIC LAND,5.02,COPAR, ,County,Public,2.10E-06,0.006089774
712,FENTON ATHLETIC FIELDS,28.35,COPAR, ,Private,Public,1.18E-05,0.017201643
713,FENTON CITY PARK,95.6,COPAR,union,City,Public,4.00E-05,0.028211428
714,CRYSTAL SPRINGS QUARRY GC,251.15,COPARed,OK,Private,Private,0.00010525,0.070262867
715,CREVE COEUR COUNTY PARK,1279.79,COPARed,OK,County,Public,0.00053621,0.20898401
716,USACE LAND,68.62,COE map,DOQed,USA,Public,2.88E-05,0.025569353
717,I- 270 ROADSIDE REST AREA,6.35,GEM,DOQed,State,Public,2.66E-06,0.008915533
718,ROSENBURG HOMESTEAD,34.12,GRLT,DOQ/PBed,GRLT,Public,1.43E-05,0.015610643
719,MAYER WOODS,6.18,GRLT,DOQ/PBed,GRLT,Public,2.60E-06,0.008601238
720,PIASA CREEK WATERSHED #1,76.46,GRLT,DOQ/PBed,GRLT,Public,3.21E-05,0.031497845
721,MAGGOS WETLAND,15.36,GRLT,DOQ/PBed/conease,Private,Private,6.45E-06,0.010380568
722,LA VISTA PARK,93.74,GRLT,DOQ/PBed,City,Public,3.94E-05,0.035301882
723,GRLT OFFICE,10.18,GRLT,DOQ/PBed/conease,GRLT,Public,4.28E-06,0.00946107
724,OBLATE BUFFER,27.27,GRLT,DOQ/PBed,GRLT,Public,1.15E-05,0.015154823
725,SHOOK WOODS,15.35,GRLT,DOQ/PBed/conease,Private,Private,6.45E-06,0.013157074
726,HUTCHINSON BIRD SANCTUARY BUFFER,42.77,GRLT,DOQ/PBed/conease,TNI,Public,1.80E-05,0.02631053
727,BACHMAN FARM BUFFER,10.67,GRLT,DOQ/PBed/bufMSNP,TNI,Public,4.48E-06,0.008451722
728,POOLE FARM NP,17.18,GRLT,DOQ/PBed/conease,TNI,Public,7.22E-06,0.012801331
729,HUTCHINSON BIRD SANCTUARY BUFFER,21.75,GRLT,DOQ/PBed,GRLT,Public,9.14E-06,0.019217336
730,JOHN MADSON NA,7.37,GRLT,DOQ/PBed,GRLT,Public,3.10E-06,0.007435225
731,GREAT RIVERS RESOURCE CTR,201.63,MPB,COPAR/fudgeDOQed,Uncertain,Public,8.45E-05,0.067320218
732,MARISSA ROD & GUN CLUB,66.2,GEM,DOQ/PBedPLUS-ok,Private,Private,2.76E-05,0.045907856
733,WILLOUGHBY FARM,40.25,GEM,DOQ/PBedC2000TPL,City,Public,1.69E-05,0.016679847
734,HARRY'S HIDEAWAY NHL,20.87,GEM,DOQedPvtNHL,Private,Private,8.71E-06,0.01219126
735,QUIET PLACE NHL,6.17,GEM,DOQedPvtNHL,Private,Private,2.58E-06,0.010270311
736,FT. DE CHARTRES SHS(small part),54.37,GEM,DOQ/PBedApprox,IDNR,Private,2.26E-05,0.021134729
737,OLD VALMEYER CITY PARK,31.13,GEM,DOQ/FCedDefunct?,City,Public,1.30E-05,0.01439682
738,STEMLER CAVE WOODS NP,204.09,GEM,DOQ/PB120actualNP,IDC,Public,8.52E-05,0.049638863
739,DESPAIN WETLANDS LWR,165.3,GEM,DOQ/PBedApprox,Private,Private,6.88E-05,0.03848783
740,HORSHOE LAKE WETLANDS,32.01,GEM,DOQ/PBedC2000RC&D, ,Public,1.34E-05,0.022276688
741,SNAKEY ACRES NHL,35.25,GEM,DOQ/PBedApprox,Private,Private,1.47E-05,0.015474542
742,MARVIN A LLOYD NHL,7.32,GEM,DOQ/PBedApprox,Private,Private,3.05E-06,0.008220396
743,L SCHAEFER MEMORIAL HILL PRAIRIES LWR,135.14,GEM,DOQ/PBedApprox,Private,Private,5.63E-05,0.049364936
744,FLYWAY CLUB,13.39,COPAR, ,Private,Private,5.62E-06,0.018075944
745,OVER & UNDER CLUB,179.32,COPAR, ,Private,Private,7.53E-05,0.081013965
746,THE LIMIT DUCK CLUB,71.88,COPAR, ,Private,Private,3.02E-05,0.023692006
747,BLUE WING FARM CLUB,200.71,COPAR, ,Private,Private,8.43E-05,0.040726815
748,ATEY FARMS CLUB,83.84,COPAR, ,Private,Private,3.52E-05,0.026090195
749,WALNUT PARK CLUB,199.52,COPAR, ,Private,Private,8.38E-05,0.046831317
750,SIX GUN CLUB,57.78,COPAR, ,Private,Private,2.43E-05,0.030952447
751,DRAKE'S LANDING CLUB,14.41,COPAR, ,Private,Private,6.05E-06,0.014202648
752,OLD RIVER DUCK CLUB,6.77,COPAR, ,Private,Private,2.85E-06,0.006758114
753,ORO FARM II CLUB,324.09,COPAR, ,Private,Private,0.000136167,0.053253809
754,TEN HI FARMS CLUB,55.98,COPAR, ,Private,Private,2.35E-05,0.021744442
755,ORION DUCK CLUB,62.69,COPAR, ,Private,Private,2.63E-05,0.027178476
756,ACKERMANN DUCK CLUB,93.27,COPAR, ,Private,Private,3.92E-05,0.027879323
757,EMAR FARMS CLUB,161.74,COPAR, ,Private,Private,6.79E-05,0.052727163
758,WIDGEON CLUB,121.63,COPAR, ,Private,Private,5.11E-05,0.032050691
759,"FLYING ""B"" CLUB",22.67,COPAR, ,Private,Private,9.52E-06,0.015125138
760,MISSOURI VALLEY DUCK CLUB,37.59,COPAR, ,Private,Private,1.58E-05,0.018810531
761,REDEYE CLUB,43.26,COPAR, ,Private,Private,1.82E-05,0.024519837
762,FLYING L FARMS CLUB,54.94,COPAR, ,Private,Private,2.31E-05,0.021971476
763,PERUQUE CREEK FARMS CLUB,158.55,COPAR, ,Private,Private,6.66E-05,0.039234086
764,WINDFALL FARMS CLUB,335.1,COPAR, ,Private,Private,0.000140776,0.058201698
765,MARYLAND CLUB,119.9,COPAR, ,Private,Private,5.04E-05,0.057090905
766,PARIC ROOST CLUB,71.75,COPAR, ,Private,Private,3.01E-05,0.031873095
767,WEST WIND CLUB,91.37,COPAR, ,Private,Private,3.84E-05,0.034944358
768,PRAIRIE MARSH FARMS CLUB,49.38,COPAR, ,Private,Private,2.07E-05,0.020235545
769,HEDGEFIELD DUCK CLUB,336.5,COPAR, ,Private,Private,0.000141302,0.048695549
770,PADDLEFOOT DUCK CLUB,79.68,COPAR, ,Private,Private,3.34E-05,0.023766697
771,POOR BOY DUCK CLUB,23.32,COPAR, ,Private,Private,9.79E-06,0.013637126
772,MALLARD'S NEST CLUB,47.41,COPAR, ,Private,Private,1.99E-05,0.021157017
773,COTTONWOOD CLUB,44.98,COPAR, ,Private,Private,1.89E-05,0.017474187
774,SET WINGS CLUB,6.22,COPAR, ,Private,Private,2.61E-06,0.006912473
775,3 RIVER DUCK CLUB,21.5,COPAR, ,Private,Private,9.03E-06,0.014182284
776,PIN OAK DUCK CLUB,14.24,COPAR, ,Private,Private,5.98E-06,0.012285739
777,ORCHARD FARM DUCK CLUB,162.09,COPAR, ,Private,Private,6.81E-05,0.033290299
778,WILD WINGS CLUB,73.65,COPAR, ,Private,Private,3.09E-05,0.028972802
779,ONCE AROUND CLUB,15.56,COPAR, ,Private,Private,6.53E-06,0.012160367
780,PRAIRIE MARSH CLUB,33.65,COPAR, ,Private,Private,1.41E-05,0.022254661
781,SUNRISE DUCK CLUB,168.85,COPAR, ,Private,Private,7.09E-05,0.049055614
782,WINTER HAVEN CLUB,50.07,COPAR, ,Private,Private,2.10E-05,0.021381585
783,FISHER'S COVE CLUB,18.2,COPAR, ,Private,Private,7.65E-06,0.011715169
784,BELLEAU FARM CLUB,1661.87,COPAR, ,Private,Private,0.00069761,0.170296488
785,WHISTLING WINGS CLUB,778.76,COPAR, ,Private,Private,0.000326892,0.081514631
786,WEBFOOT DUCK CLUB,779.54,COPAR, ,Private,Private,0.000327242,0.096867613
787,WALDMEISTER DUCK CLUB,381.19,COPAR, ,Private,Private,0.000160036,0.058589338
788,SILVER CLUB,705.3,COPAR, ,Private,Private,0.00029607,0.110085348
789,ST. LOUIS PISCATORIAL CLUB,105.8,COPAR, ,Private,Private,4.44E-05,0.062077277
790,SEVEN OAKS FARM,53.97,COPAR, ,Private,Private,2.27E-05,0.024291653
791,TWIN RIVERS RANCH CLUB,425.57,COPAR, ,Private,Private,0.000178872,0.065713362
792,RACOON RANCH CLUB,1022.34,COPAR, ,Private,Private,0.000429733,0.135972733
793,RICHFIELD DUCK CLUB,575.23,COPAR, ,Private,Private,0.000241751,0.085745246
794,POSSUM RANCH CLUB,592.14,COPAR, ,Private,Private,0.000248879,0.094113487
795,MARAIS TEMPS CLAIR DUCK CLUB,695.83,COPAR, ,Private,Private,0.000292309,0.125752425
796,MAGNUM DUCK CLUB,50.85,COPAR, ,Private,Private,2.14E-05,0.032137958
797,MALLARD FARMS CLUB,81.65,COPAR, ,Private,Private,3.43E-05,0.037397631
798,PLEASANT UNION CLUB,1245.45,COPAR, ,Private,Private,0.000523332,0.250404818
799,ORO FARM I CLUB,166.68,COPAR, ,Private,Private,7.00E-05,0.042546924
800,HORSESHOE LAKE CLUB,1185.83,COPAR, ,Private,Private,0.00049819,0.160343417
801,BLIND DUCK CLUB,647.17,COPAR, ,Private,Private,0.000271953,0.104447098
802,CUIVRE CLUB,1991.02,COPAR, ,Private,Private,0.000836246,0.151174996
803,DARDENNE CLUB,1473.9,COPAR, ,Private,Private,0.000618917,0.113329373
804,DILLARD DUCK CLUB,465.31,COPAR, ,Private,Private,0.000195339,0.163238724
805,BLUFFVIEW FARMS CLUB,270.4,COPAR, ,Private,Private,0.000113641,0.06889208
806,DUCKAWAY FARMS CLUB,1662.74,COPAR, ,Private,Private,0.000698373,0.274391391
807,FLOODED FARMS CLUB,46.54,COPAR, ,Private,Private,1.96E-05,0.019384755
808,BETHMANN DUCK CLUB,198.73,COPAR, ,Private,Private,8.34E-05,0.055859912
809,BELLEAU FARM II CLUB,40.27,COPAR, ,Private,Private,1.69E-05,0.016671189
810,BALDWIN LAND COMPANY CLUB,796.24,COPAR, ,Private,Private,0.000334195,0.111664912
811,MARSHLAND GAME PRESERVE,539.49,COPAR, ,Private,Private,0.000226644,0.098643956
812,O & H DUCK CLUB,222.63,COPAR, ,Private,Private,9.35E-05,0.050695769
813,PURDY FARMS CLUB,583.79,COPAR, ,Private,Private,0.000245082,0.118894382
814,WREN'S RANCH CLUB,72.87,COPAR, ,Private,Private,3.06E-05,0.032099685
815,MODOC PROPERTY,73.68,COPAR,ISLAND,MoDOC,Public,3.09E-05,0.032539365
816,BORROW PIT CA,41.82,COPAR,FCsignsNowUSA?,USA,Public?,1.76E-05,0.016882585
817,MATSON HILL PARK,64.97,COPAR, ,County,Public,2.72E-05,0.024465223
818,BOONE VALLEY CC,427.94,COPAR, ,Private,Private,0.000179149,0.066928195
819,WOODLAND SPORTS PARK,96.81,COPAR, ,City,Public,4.06E-05,0.028108484
820,LIONS PARK,33.31,COPAR, ,City,Public,1.40E-05,0.021348122
821,OLD TOWN PARK,7.93,COPAR, ,City,Public,3.33E-06,0.008178478
822,DARDENNE PARK,31.37,COPAR, ,City,Public,1.32E-05,0.035650017
823,RABBIT RUN PARK,18.95,COPAR, ,City,Public,7.95E-06,0.012775167
824,COVENANT TRAIL PARK,5.92,COPAR, ,City,Public,2.48E-06,0.015333814
825,COVENANT PARK,7.33,COPAR, ,City,Public,3.07E-06,0.01005033
826,JAYCEE PARK,16.31,COPAR, ,City,Public,6.84E-06,0.013550565
827,SHADY SPRINGS PARK,12.84,COPAR, ,City,Public,5.39E-06,0.013063682
828,BLANCHETTE PARK,44.95,COPAR, ,City,Public,1.89E-05,0.018800898
829,SCHNEIDER KIWANIS PARK,18.97,COPAR,plus other P/W ppty,City,Public,7.96E-06,0.011232403
830,HEATHERBROOK PARK,10.34,COPAR,plus other P/W ppty,City,Public,4.34E-06,0.011031248
831,WOODLANDS  PARK,8.54,COPAR, ,City,Public,3.58E-06,0.01357383
832,MARAIS TEMPS CLAIR CA,965.1,COPAR, ,MoDOC,Public,0.000405371,0.100944341
833,MUELLER SPORTS COMPLEX,55.04,COPAR, ,City,Public,2.31E-05,0.021536394
834,MC NAIR PARK,94.41,COPAR, ,City,Public,3.96E-05,0.032232348
835,ST ANDREWS GC,105.1,COPAR, ,Private,Public,4.41E-05,0.035387894
836,KLONDIKE PARK,266.85,COPAR, ,County,Public,0.000111636,0.101846456
837,NEW MELLE LAKES GC,191.91,COPAR, ,Private,Public,8.04E-05,0.037381463
838,HOWELL ISLAND CA,2579.64,COPAR, ,MoDOC,Public,0.00108026,0.199815511
839,WHITMOOR CC,280.81,COPAR, ,Private,Private,0.000117677,0.289456691
840,PERSIMMON WOODS GC,190.42,COPAR, ,Private,Private,7.98E-05,0.04216727
841,DARDENNE LAKES,61.41,COPAR, ,Private,Public,2.32E-05,0.026739572
842,THE LINKS AT DARDENNE,158.53,COPAR, ,Private,Public,6.45E-05,0.075789718
843,HAWK RIDGE MUNICIPAL GC,186.52,COPAR, ,City,Public,7.82E-05,0.057726665
844,FOUNDERS PARK,49.32,COPAR, ,City,Public,2.07E-05,0.019924504
845,BOULEVARD PARK,19.15,COPAR, ,City,Public,8.04E-06,0.013266506
846,WINGHAVEN CC,209.7,COPAR, ,Private,Private,8.79E-05,0.091932063
847,LAKE FOREST G & CC,158.72,COPAR, ,Private,Private,6.66E-05,0.060288504
848,FT ZUMWALT PARK,48.25,COPAR, ,City,Public,2.02E-05,0.022119838
849,THE FALLS GC,218.92,COPAR, ,Private,Public,9.18E-05,0.126869379
850,WESTHOFF PARK,68.71,COPAR, ,City,Public,2.88E-05,0.027864394
851,T R HUGHES STADIUM/OZZIE SMITH COMPLEX,78.65,COPAR, ,City,Public,3.30E-05,0.028082427
852,ST PETERS GOLF & REC CTR,119.04,COPAR, ,City,Public,4.99E-05,0.050404292
853,LONE WOLF PARK,11.72,COPAR, ,City,Public,4.92E-06,0.011807879
854,SPORTS CTR PARK,17.79,COPAR, ,City,Public,7.46E-06,0.014976785
855,BROWN ROAD PARK,22.79,COPAR, ,City,Public,9.56E-06,0.013760031
856,MID RIVERS GOLF COMPLEX,114.35,COPAR, ,Public,Public,4.80E-05,0.035276951
857,BOGEY HILLS CC,94.3,COPAR, ,Private,Public,3.95E-05,0.037719634
858,WAPELHORST PARK,72.28,COPAR, ,City,Public,3.03E-05,0.027935491
859,LAUREL PARK,46.38,COPAR, ,City,Public,1.94E-05,0.023028895
860,GLEN TRAVIS PARK,16.96,COPAR, ,City,Public,7.11E-06,0.01534432
861,TONY GLAVIN SOCCER COMPLEX,32.67,COPAR, ,Private,Public,1.37E-05,0.019856674
862,BROOKMOUNT TRAIL PARK,15.86,COPAR, ,City,Public,6.65E-06,0.034582793
863,CITY CENTRE PARK,73.99,COPAR, ,City,Public,3.10E-05,0.042256823
864,SPENCER CREEK PARK,38.65,COPAR, ,City,Public,1.62E-05,0.050235205
865,ST CHARLES GC,182.98,COPAR, ,Private,Public,7.67E-05,0.06999455
866,FRONTIER PARK,34.07,COPAR, ,City,Public,1.43E-05,0.034136432
867,SUNDERMEIER RV PARK,9.06,COPAR, ,Private,Public,3.80E-06,0.010679316
868,BOONSLICK PARK,14.84,COPAR, ,City,Public,6.22E-06,0.02158187
869,MODOC PROPERTY,785.82,COPAR, ,MoDOC,Unknown,0.000328846,0.166744602
870,DAMES PARK,77.03,COPARed,COPAR minus part WEB,City,Public,3.23E-05,0.025704599
871,WINTERHAVEN PARK,19.67,COPAR, ,City,Public,8.25E-06,0.032912058
872,SACHS PARKLAND DONATION,77.41,COPARed,WEBed overDOQ,City,Public,3.25E-05,0.033322018
873,OFALLON SP0RTS PARKS,143.85,COPARed,inclPheasRunGCpar3,City,Public,7.09E-05,0.046570216
874,BUSCH MEMORIAL CA,6913.06,COPAR, ,MoDOC,Public,0.0028974,0.515811187
875,WELDON SPRING CA,7377.37,COPAR,comb'd w/island,MoDOC,Public,0.003090296,0.800509071
876,CIVIC PARK,20.86,COPAR, ,City,Public,8.75E-06,0.025387329
877,FOREST ACRES BUYOUTS,87.23,GEM,DOQ/PBed-apprxRC&D, , ,3.65E-05,0.024350147
878,STATE OF ILLINOIS PROPERTY,12.48,GEM,DOQ/PBed-apprxRC&D,State,Unknown,5.22E-06,0.009960467
879,ST CLAIR COUNTY PROPERTY,69.52,GEM,DOQ/PBed-apprxFEMA,County,Unknown,2.91E-05,0.024113942
880,ST CLAIR COUNTY PROPERTY,142.2,GEM,DOQ/PBed-apprxFEMA,County,Unknown,5.95E-05,0.046088178
881,GRAVOIS CREEK CA,13.26,COPAR,MDCmnhp,MoDOC,Public,5.54E-06,0.011253993
882,BITTERSWEET WOODS,11.37,COPAR,WEBGoodsonPptyWIP,MoDOC,Public,4.76E-06,0.009272579
883,BECKMEIER(AUGUST G.) CA,47.96,COPAR,MDCmnhpNOTconfirmd,MoDOC,Public,2.01E-05,0.021141776
884,OPTIMIST PARK,5.33,EWGCC,FCshape,City,Public,2.23E-06,0.00623697
885,BROEMMELSIEK PARK,393.27,COPAR,undeveloped802,County,Public,0.000164831,0.087741179
886,NORTH RIVERFRONT PARK,12.98,EWGCC, ,City,Public,5.86E-05,0.053990064
887,DEFUNCT CHAIN OF ROCKS PARK,6.05,EWGCC, ,City,Public,2.73E-05,0.042003413
888,POLISH AMERICAN WAS VET CLUB,19.84,GEM,PB,Private,Private,8.30E-06,0.013074968
889,TOUR-3 GC,25.51,GEM,DOQ/COPARfudge,Private,Public,1.07E-05,0.014173026
890,LONE ELK COUNTY PARK,579.16,COPAR2combo, ,County,Public,0.000242067,0.103569092
891,JACKIE JOYNER-KERSEE CENTER,35.49,EWGCC,DOQed,City,Public,1.49E-05,0.015357673
892,JONES PARK,120.15,EWGCC,DOQed-ok,City,Public,5.03E-05,0.046974836
893,WILD CANID SANCTUARY,598.64,COPAR, ,Private,Public,0.000249917,0.109801012
894,PROPOSED GRANT'S TRAIL,24.15,COPARed,News article.,Private,Public,1.01E-05,0.069167425
895,DARDENNE CREEK GREENWAY,161.65,GRG/COPAR,Part fudged,GRG,Public,6.78E-05,0.080745961
896,ST LOUIS COUNTY OPEN SPACE,18.93,Ben Knox, ,County,Public,7.91E-06,0.028956166
897,ST LOUIS COUNTY OPEN SPACE,22.4,Ben Knox, ,County,Public,9.36E-06,0.017895712
898,ST LOUIS COUNTY OPEN SPACE,111.55,Ben Knox, ,County,Public,4.67E-05,0.03147746
899,ST LOUIS COUNTY OPEN SPACE,14.86,Ben Knox, ,County,Public,6.21E-06,0.010060809
900,ST LOUIS COUNTY OPEN SPACE,17.4,Ben Knox, ,County,Public,7.27E-06,0.014263211
901,FREYMUTH PARK,90.26,COPAR, ,City,Public,3.79E-05,0.025149573
902,YOUTH ACTIVITY PARK,31.11,COPAR, ,City,Public,1.31E-05,0.017105656
903,GREEN FOREST PARK,25.65,COPAR, ,City,Public,1.08E-05,0.030230612
904,JONES CONFLUENCE SP,1243.8,COPAR, ,MoDNR,Public,0.000522264,0.109427212
905,COLUMBIA GC,150.18,EWGCC, ,Private,Public,2.72E-05,0.024454734
906,COLUMBIA BRIDGES GC,124.9,GEM,DOQed-FCshape,Private,Public,5.18E-05,0.043415961
907,KASKASKIA RIVER SFWA,8193.76,ISGSed,edited as necessary,IDNR,Public,0.002413978,0.870057699
908,TAMARAWA SCOUT CAMP,27.09,GEM,DOQ/PBed,Private,Semi-Public,9.85E-06,0.013023637
909,COLUMBIA GC,150.18,EWGCC, ,Private,Public,3.55E-05,0.038012453
910,KASKASKIA RIVER SFWA,8193.76,ISGSed,edited as necessary,IDNR,Public,0.000997239,0.410177554
911,KATY TRAIL SP,378.55,COPAR,parcel-based 6/20/02,MoDNR,Public,3.99E-05,0.3828443
912,KATY TRAIL SP,378.55,COPAR,parcel-based 6/20/02,MoDNR,Public,0.000115224,0.740908874
913,KATY TRAIL SP,135.76,EWGCC, ,MoDNR,Public,5.70E-05,0.399177642
914,"DUSABLE PARK, AUGUST REGOT AREA",11.33,EWGCC, ,City,Public,4.75E-06,0.010542833
915,BLANCHETTE LANDING RIVER ACCESS,21.08,EWGCC, ,City,Public,8.85E-06,0.0151101
916,"DUSABLE PARK, ED BALES AREA",16.22,EWGCC, ,City,Public,6.81E-06,0.016425958
